age,matches,totalRuns,battingAverage,strikeRate,fours,sixes,totalWickets,economy,recentForm,consistency,potential
34,38,813,20.81,130.11,81,23,50,7.67,100.0,64.2,0
31,48,1584,40.0,96.96,110,44,11,6.82,66.66,80.04,1
35,77,2953,37.1,126.32,227,82,7,8.39,81.22,55.37,1
21,33,1328,50.17,138.67,119,50,2,5.58,53.87,55.31,1
35,42,2493,49.8,92.45,215,91,34,5.77,81.2,93.86,1
25,48,1205,21.62,156.21,119,39,8,7.6,73.75,79.76,0
29,78,3145,37.87,138.16,378,151,9,6.35,97.66,86.63,1
35,37,1644,40.71,109.42,150,53,16,6.72,67.0,90.18,1
20,42,1572,43.68,155.81,166,48,17,9.48,55.59,79.84,1
29,75,2659,41.17,119.38,177,92,1,9.34,59.86,57.37,1
35,24,982,43.94,118.47,113,25,49,6.23,57.42,88.44,1
18,22,694,33.2,157.81,79,18,11,7.37,77.39,88.78,1
33,22,971,38.51,139.03,81,30,57,5.22,86.35,60.9,1
23,54,2904,48.21,137.45,244,77,25,7.15,45.52,51.38,1
34,29,1280,43.01,99.99,129,33,40,9.39,58.7,80.38,1
31,68,2010,26.41,159.04,174,78,27,7.34,95.81,80.92,1
25,49,1909,42.25,96.09,142,51,40,5.36,96.97,81.5,1
23,17,457,22.96,110.01,33,22,60,6.91,85.19,70.43,0
33,73,3207,38.03,159.86,248,114,39,5.86,45.4,86.57,1
31,78,3951,46.24,107.1,269,108,56,9.25,47.33,79.2,1
32,31,1364,43.61,151.74,142,63,53,5.6,47.8,62.66,1
33,58,1408,25.97,157.88,110,38,54,8.45,61.45,50.89,1
27,43,1213,27.46,141.66,127,46,59,9.32,94.14,70.78,1
32,72,1559,22.01,90.41,154,70,22,9.01,64.5,54.31,0
21,65,2433,37.22,95.93,268,108,31,5.03,58.76,83.47,1
33,60,2297,33.1,115.51,195,90,28,7.95,52.69,66.97,0
31,10,286,32.57,150.94,30,13,25,6.89,46.74,61.56,0
24,71,3224,53.59,158.81,282,107,43,8.21,87.04,61.24,1
30,74,3798,45.41,141.93,425,97,50,5.1,72.5,52.78,1
25,16,833,43.74,113.95,63,29,18,6.27,68.59,49.13,1
22,75,1683,26.54,109.68,170,49,42,8.69,83.86,54.92,0
21,74,3497,41.39,103.21,281,152,7,5.6,99.47,46.92,1
22,64,1512,20.62,103.98,141,49,44,7.85,63.49,56.57,0
33,17,593,37.85,135.07,59,23,22,8.2,94.23,57.35,1
23,15,278,20.02,136.23,27,10,38,5.45,97.16,54.24,0
29,52,1283,30.65,96.78,108,34,21,6.62,85.86,85.5,0
34,57,1669,28.34,109.32,193,75,40,8.34,77.26,51.02,0
24,34,1260,44.66,154.79,106,46,46,7.13,74.35,83.05,1
22,15,398,24.47,119.27,27,11,54,9.08,94.22,93.76,0
32,25,1254,51.88,94.74,86,41,1,5.75,98.21,58.71,1
27,15,953,53.45,94.26,102,26,31,8.08,98.43,88.51,1
23,66,3395,46.28,116.89,314,133,11,5.02,77.57,73.59,1
18,75,2722,35.94,139.54,268,111,45,6.21,57.32,50.96,1
35,40,1422,30.21,134.77,142,62,55,8.56,58.7,77.12,1
24,78,1977,24.07,135.41,133,74,60,8.17,84.71,72.46,1
31,47,1660,31.36,94.01,120,68,17,5.8,74.56,93.58,0
21,58,3235,53.1,108.01,264,134,28,5.99,76.99,58.44,1
30,29,1005,35.61,141.09,111,33,31,5.82,92.43,54.25,1
24,72,3484,53.02,102.63,342,92,52,6.77,48.82,75.39,1
20,64,2173,28.58,153.64,249,71,46,8.38,50.49,45.59,1
30,12,324,23.85,90.95,22,14,49,5.38,79.51,52.13,0
18,11,644,53.52,97.44,62,18,12,5.63,94.08,82.98,1
23,49,1273,31.61,100.82,99,39,7,5.1,74.96,47.23,0
21,75,3063,51.03,119.07,320,124,24,5.66,57.42,77.77,1
30,24,794,37.21,159.35,54,30,4,7.77,95.78,50.92,1
20,15,624,41.16,102.46,51,18,9,9.02,79.36,79.36,1
27,54,2733,50.64,108.98,258,107,58,8.2,45.12,48.82,1
22,28,951,31.21,117.34,70,32,4,5.51,84.97,66.37,0
22,21,727,31.31,98.93,69,24,30,8.12,88.64,65.7,0
28,27,1165,48.07,135.78,106,38,34,7.22,57.66,71.81,1
20,63,2723,38.44,144.36,285,125,23,5.01,45.94,94.7,1
35,70,3086,53.52,154.46,295,83,55,8.5,70.32,51.97,1
35,63,1476,28.49,147.95,164,37,45,5.64,83.29,81.65,1
31,57,1288,21.89,97.42,113,40,10,5.14,49.34,63.26,0
20,11,377,39.92,146.96,40,10,47,7.37,70.86,92.44,1
28,66,2858,47.35,138.67,314,75,2,7.72,53.82,53.68,1
30,64,2863,43.8,151.32,207,74,32,6.38,96.23,56.37,1
26,21,682,38.25,158.45,71,21,14,6.77,98.68,86.13,1
20,69,2436,36.71,135.69,228,115,23,7.91,50.96,54.74,1
20,56,1867,41.11,149.26,187,60,4,5.95,95.03,45.55,1
24,80,1939,27.06,155.04,225,61,2,7.54,47.51,84.51,1
28,21,1049,53.02,90.59,105,37,12,6.42,64.57,64.53,1
22,22,696,31.6,152.76,60,19,1,7.64,77.25,64.11,0
19,47,1002,25.64,137.77,80,25,14,8.98,80.98,85.37,0
23,74,2987,38.07,141.01,205,111,50,5.59,79.29,59.54,1
31,15,733,51.17,144.19,77,22,4,9.31,99.69,73.35,1
21,11,280,24.99,150.93,18,7,5,7.25,54.33,67.74,0
27,30,632,22.39,130.36,74,18,29,6.16,59.08,68.66,0
32,27,1421,52.89,158.02,134,55,26,8.86,52.09,90.86,1
29,75,3529,49.57,156.64,276,117,16,8.95,47.35,94.56,1
19,41,1572,44.49,129.26,179,57,36,6.8,66.35,48.65,1
32,21,685,32.21,122.79,49,30,11,8.29,95.74,90.87,1
31,35,1116,34.05,94.51,91,46,47,7.14,47.11,58.92,0
22,70,1804,25.09,104.94,120,50,3,9.21,68.66,63.07,0
33,37,956,21.89,150.76,74,37,40,5.79,60.06,52.09,0
20,48,2349,50.58,121.6,247,62,11,8.74,94.59,49.62,1
28,48,1196,25.76,114.45,105,35,10,9.35,95.19,66.84,0
30,11,383,39.63,152.56,29,12,9,6.46,96.64,94.32,1
28,11,238,25.27,122.11,16,10,43,6.83,45.2,71.03,0
32,26,1131,42.2,134.72,137,32,12,6.89,54.14,72.3,1
30,37,1415,32.18,156.67,117,69,52,6.64,61.88,60.1,1
21,73,3006,42.71,121.92,287,97,33,9.38,95.95,61.79,1
32,64,1830,33.06,128.69,165,71,42,8.1,60.58,66.87,1
21,21,1073,48.21,97.27,87,38,31,8.37,74.96,76.19,1
32,74,2734,40.34,92.28,249,111,29,7.48,92.1,50.73,1
21,54,2807,53.87,153.98,204,82,47,6.78,88.02,91.98,1
34,46,1246,29.37,136.11,87,32,43,6.09,67.8,90.01,1
18,13,371,25.37,116.21,27,11,21,5.77,68.65,73.61,0
35,60,1815,26.74,135.11,133,57,8,9.23,85.05,64.52,1
30,50,1599,38.1,120.62,117,53,40,7.6,86.92,64.6,1
26,80,1712,25.57,112.57,209,84,49,7.67,83.92,46.39,1
20,58,1445,20.89,141.39,116,40,11,6.08,61.33,89.9,0
35,41,1771,45.42,146.5,180,84,5,9.21,80.11,76.37,1
21,24,729,36.07,131.71,73,19,5,5.35,95.2,87.23,1
24,60,1362,23.52,145.68,119,41,13,8.09,62.25,63.76,0
32,30,687,26.29,90.71,57,21,2,5.53,64.07,62.14,0
35,10,298,25.54,141.92,31,14,1,7.33,56.9,83.05,0
29,24,1056,51.45,92.06,123,31,8,6.2,97.43,69.08,1
29,80,3849,42.82,122.69,348,98,59,5.87,82.79,53.65,1
26,60,1465,23.6,145.52,159,60,46,7.2,68.31,89.14,1
26,50,2030,41.8,132.51,169,73,40,8.69,93.92,67.47,1
34,42,1925,40.54,110.54,153,48,22,6.79,89.5,50.73,1
31,33,1140,32.52,95.08,107,32,7,5.04,84.42,79.41,0
24,69,2456,39.86,112.51,290,95,13,7.37,60.29,50.15,1
20,63,3110,43.87,120.46,331,148,31,7.24,68.17,94.51,1
21,67,1659,25.99,112.88,137,64,41,8.52,45.26,73.79,0
32,46,921,24.59,157.68,78,30,21,7.9,50.23,48.47,0
31,48,1364,29.61,142.76,114,51,39,5.21,99.12,59.92,1
33,25,1041,49.51,155.64,108,28,8,5.47,82.82,61.14,1
31,38,1145,25.96,103.38,108,30,0,0.0,92.74,91.71,0
26,15,297,23.88,156.3,28,9,51,6.71,95.87,79.93,1
32,25,672,24.42,150.33,47,17,26,7.87,73.7,78.41,0
25,71,2844,43.14,158.34,216,116,16,8.45,64.42,80.57,1
25,36,1592,44.32,95.26,167,47,29,8.68,50.75,54.4,0
24,77,3445,37.99,111.94,265,104,54,7.27,57.03,90.71,1
29,59,3210,54.13,150.75,238,135,17,6.9,97.33,79.31,1
21,28,853,36.13,97.5,105,29,17,5.13,69.9,78.09,0
26,25,1275,52.44,95.88,140,42,32,6.5,65.34,67.07,1
19,58,2427,45.62,119.58,224,76,33,7.73,51.01,70.93,1
19,41,1803,53.56,105.37,218,71,4,7.39,93.54,58.77,1
30,60,2287,33.75,105.39,178,76,10,8.54,60.84,62.38,0
27,10,251,23.3,125.23,22,9,58,8.1,82.48,53.51,0
23,33,1236,31.63,121.87,97,43,1,5.8,49.23,58.19,0
18,55,2952,53.93,130.82,303,133,52,5.08,60.99,79.0,1
25,77,3214,37.61,142.85,369,89,21,7.04,99.44,81.74,1
26,72,2351,28.87,122.11,232,88,33,8.49,94.62,87.85,1
33,24,746,29.45,126.35,82,26,14,7.97,72.38,52.08,0
25,65,1858,32.58,142.11,126,56,17,8.95,94.46,78.94,1
32,77,1889,26.12,153.72,183,59,60,9.47,47.26,60.47,1
34,53,2915,49.2,98.61,243,81,22,6.3,72.44,93.47,1
22,69,2769,43.83,126.62,232,119,31,6.3,45.86,84.99,1
19,37,908,29.91,131.52,89,31,42,8.75,52.57,47.5,0
27,74,2761,43.29,143.82,320,108,46,5.89,49.44,74.26,1
25,14,575,36.56,114.82,46,20,57,5.44,61.61,58.06,0
27,32,1181,39.74,137.52,98,35,12,6.13,55.97,65.82,1
27,20,598,30.41,154.9,64,16,53,6.97,69.3,51.93,1
28,74,3851,52.72,139.88,350,135,26,7.08,46.45,90.63,1
31,21,898,46.45,133.06,92,29,8,7.79,93.28,90.0,1
19,60,1442,24.41,136.91,108,47,53,5.24,90.64,47.73,1
21,52,2177,40.8,147.54,169,58,7,8.33,85.66,78.72,1
19,36,1626,38.07,129.34,181,42,40,8.84,62.1,60.04,1
18,72,2490,41.83,104.05,274,66,33,5.44,71.06,55.21,1
34,66,2044,33.67,154.82,179,86,15,8.79,90.19,72.34,1
32,25,767,35.13,134.53,55,23,10,7.3,56.02,79.98,0
33,47,1466,30.13,97.0,138,57,24,8.14,67.93,50.37,0
31,28,602,20.98,122.0,74,23,41,7.93,69.45,77.86,0
29,27,894,36.38,140.61,60,32,54,8.87,94.64,55.54,1
34,59,1927,37.96,102.21,153,61,29,8.22,60.31,84.33,1
27,60,1334,22.39,148.75,90,41,11,7.59,87.65,91.37,1
34,43,1246,24.53,112.69,119,38,25,5.3,85.31,46.48,0
25,22,1020,43.28,124.96,99,41,49,8.64,58.01,81.63,1
23,59,2263,46.45,119.4,184,101,54,8.37,65.59,67.08,1
18,32,950,31.24,138.91,63,30,12,5.88,82.34,69.56,1
25,35,1627,45.98,120.38,120,74,1,7.83,56.19,78.43,1
22,10,331,32.58,118.56,38,13,46,9.31,74.05,81.41,0
24,36,1353,39.96,123.16,109,43,8,8.61,79.4,66.94,1
20,20,410,24.45,126.21,35,19,34,6.49,96.73,56.2,0
26,59,3023,44.61,94.76,204,140,36,6.09,78.62,70.89,1
27,61,2938,41.65,128.22,243,75,16,7.94,68.18,46.61,1
24,52,2341,51.08,94.16,170,88,48,7.99,57.96,88.91,1
20,14,434,32.1,94.95,32,11,56,7.48,59.88,92.33,0
19,23,518,21.25,125.53,47,19,54,8.94,96.22,56.39,0
18,35,1453,38.7,150.22,110,46,3,6.74,51.89,63.86,1
31,80,2301,24.82,120.66,154,84,12,6.54,58.1,90.9,0
20,11,355,27.95,142.32,26,11,51,5.07,89.69,80.99,1
20,17,339,24.44,102.64,32,10,15,9.49,66.88,51.49,0
21,19,380,22.67,155.69,29,10,57,9.12,84.22,56.01,0
29,80,2445,30.24,135.76,247,72,32,5.47,67.6,62.33,1
33,45,1163,22.75,153.84,99,44,35,5.95,89.9,63.62,1
22,14,804,54.23,138.88,71,36,31,8.76,77.35,58.51,1
27,20,421,22.09,149.82,51,15,28,5.2,55.14,55.29,0
31,78,1731,21.83,111.36,165,84,38,8.4,90.55,61.81,0
26,37,1947,46.5,113.87,176,68,46,9.18,89.41,82.62,1
35,59,2879,53.34,155.27,192,93,27,7.58,73.54,73.42,1
23,58,1888,36.36,159.48,131,73,43,9.28,58.75,49.28,1
35,47,1564,31.81,117.62,148,47,50,7.94,45.68,83.58,0
27,51,2455,49.26,149.33,302,121,2,9.35,91.44,69.01,1
24,62,1244,22.05,155.72,101,47,4,6.98,88.27,57.9,0
26,73,1532,24.45,134.12,124,72,7,7.95,72.87,54.21,0
32,50,884,21.47,140.22,67,35,16,5.07,91.72,87.25,0
35,15,511,41.02,114.48,46,16,15,5.92,90.6,73.52,1
31,19,691,42.47,151.31,67,19,21,9.39,65.61,89.87,1
27,13,390,25.61,93.12,27,19,38,5.95,84.37,60.66,0
34,54,2951,52.9,116.52,234,128,48,9.49,49.25,48.92,1
25,74,4444,54.92,134.12,377,198,56,7.37,70.98,47.57,1
34,76,3055,35.44,108.84,303,122,15,8.6,57.7,93.87,1
28,24,1256,44.26,121.15,115,58,35,7.28,80.93,90.73,1
25,67,3601,47.52,106.08,241,93,15,8.49,77.16,65.38,1
22,43,1743,47.85,113.91,160,57,9,7.59,87.5,76.63,1
23,68,1264,20.54,98.46,106,32,47,5.45,90.86,88.47,0
